gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,75.56,1111.89,No
Female,1,No,Yes,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.7,3075.47,No
Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),61.33,373.95,No
Male,1,No,No,42,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),73.87,3081.02,No
Female,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,85.25,2305.26,Yes
Female,0,No,Yes,65,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),42.83,2755.74,No
Male,0,No,No,59,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.56,3408.53,No
Male,0,No,Yes,2,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,87.31,133.47,No
Male,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,30.98,-1.39,No
Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,52.83,1569.18,No
Female,0,No,No,55,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),21.44,1173.91,No
Female,0,No,No,45,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),39.36,1800.8,No
Male,0,No,No,31,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),59.36,1826.48,Yes
Male,1,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),45.14,778.31,Yes
Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,97.23,6519.21,No
Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),59.48,1978.11,No
Male,0,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,50.38,1081.29,No
Female,0,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),113.13,1392.96,No
Female,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,82.08,1054.41,No
Male,1,No,No,36,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,89.56,3232.08,No
Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,105.4,420.74,No
Male,0,Yes,Yes,21,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),48.96,1047.06,No
Male,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,73.74,2023.19,No
Male,0,Yes,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),59.67,169.66,Yes
Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,47.05,2293.24,No
Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.28,519.47,No
Male,1,No,No,36,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),32.22,1190.17,Yes
Male,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,99.77,3384.22,No
Female,1,Yes,Yes,19,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),32.12,640.05,Yes
Male,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,109.27,3720.32,No
Male,0,Yes,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,45.57,65.46,No
Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),64.79,3672.8,No
Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,105.24,1756.76,No
Female,1,No,No,55,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,53.12,2909.18,No
Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),41.36,2613.06,No
Female,0,Yes,Yes,51,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,21.41,1097.37,No
Male,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),113.84,2384.6,No
Male,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,58.91,3485.66,Yes
Male,0,Yes,Yes,9,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,107.67,970.66,No
Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,62.03,308.16,No
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),106.94,549.28,Yes
Female,0,No,No,27,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,28.68,787.06,No
Male,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,62.57,2584.7,No
Male,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),62.77,2498.45,No
Male,0,Yes,No,62,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),116.09,7212.16,No
Female,1,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),67.81,1446.12,No
Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.77,791.71,No
Male,0,Yes,Yes,70,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),109.5,7683.43,No
Female,0,Yes,No,33,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),113.69,3735.58,No
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),59.26,75.43,No
Male,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),98.31,2473.2,Yes
Female,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.24,427.59,No
Female,0,Yes,No,19,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.0,1115.48,No
Male,0,No,No,32,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,69.61,2193.19,Yes
Female,1,Yes,Yes,3,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),105.81,316.11,Yes
Male,0,No,No,31,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),28.4,889.01,No
Female,0,Yes,Yes,18,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,59.12,1077.39,No
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),69.79,122.03,No
Male,0,Yes,No,60,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),85.22,5133.91,No
Male,1,No,Yes,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),28.62,1103.31,No
Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),46.53,222.75,Yes
Male,0,Yes,Yes,55,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),22.77,1280.47,Yes
Female,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),33.13,1286.76,No
Male,0,No,No,68,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),68.0,4657.64,No
Male,0,Yes,No,41,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),41.87,1748.03,No
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,66.44,61.54,No
Male,0,Yes,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.58,2628.5,Yes
Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),56.3,905.99,No
Female,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,90.93,6269.21,Yes
Male,0,No,Yes,68,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),95.28,6496.44,No
Male,0,No,Yes,38,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,72.33,2752.08,No
Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),45.79,254.14,No
Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),98.4,3031.19,No
Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,56.28,156.55,No
Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,77.53,1565.48,No
Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,67.76,2098.45,No
Female,0,No,No,13,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.17,1040.03,No
Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.88,7199.01,No
Female,0,No,No,45,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),53.88,2440.47,No
Male,1,No,No,19,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,110.33,2097.2,No
Male,1,No,No,57,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,29.18,1640.25,No
Male,1,Yes,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.47,2078.06,No
Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),110.67,624.77,No
Male,0,No,Yes,39,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.69,968.01,Yes
Male,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,64.73,3745.77,No
Female,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),44.37,1562.44,No
Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,97.49,4235.62,No
Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,27.01,801.75,No
Male,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.0,1262.65,No
Female,1,No,No,43,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,34.08,1477.44,No
Female,0,No,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),49.97,2086.29,No
Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),104.43,4359.62,Yes
Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),106.22,4856.6,No
Male,1,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,38.5,174.84,No
Female,0,No,Yes,65,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,70.47,4573.69,Yes
Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),85.1,685.26,No
Female,1,No,No,10,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,59.69,619.6,Yes
Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,113.65,1932.19,No
Female,0,No,No,24,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,73.3,1763.14,No
Female,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.97,3551.6,Yes
Male,0,Yes,No,29,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,81.06,2362.53,Yes
Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,100.81,-5.06,No
Male,0,Yes,No,62,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.37,2776.92,No
Female,1,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,110.86,3083.48,No
Female,1,Yes,Yes,65,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,50.24,3258.61,No
Male,0,No,No,52,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,81.99,4275.69,No
Male,0,No,Yes,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,90.39,1653.14,No
Male,0,No,Yes,65,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),108.95,7081.49,No
Female,0,No,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,81.24,4117.41,No
Male,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,112.7,3402.39,No
Female,0,No,No,59,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,89.9,5308.19,No
Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,97.94,6549.8,No
Male,0,No,Yes,29,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),96.49,2799.12,No
Male,1,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,78.72,942.21,No
Female,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),107.86,1509.46,No
Female,0,No,Yes,19,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,52.04,974.86,No
Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.55,1295.2,No
Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,35.11,686.3,No
Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,71.23,3474.88,No
Male,0,Yes,No,26,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,111.13,2904.81,No
Male,0,Yes,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,76.11,2201.19,No
Female,0,No,No,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,106.33,5835.19,Yes
Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,32.64,2081.18,No
Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.77,4896.43,Yes
Female,0,Yes,Yes,23,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),117.08,2677.81,Yes
Male,1,Yes,No,24,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,73.08,1745.21,No
Male,0,Yes,No,52,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),98.23,5119.02,No
Male,1,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),71.12,712.6,No
Female,0,No,No,59,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.4,6204.01,No
Female,1,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,77.53,3538.42,No
Male,0,No,No,24,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,38.06,923.9,Yes
Male,0,No,No,24,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,41.62,994.28,No
Female,0,Yes,No,16,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),54.09,865.36,No
Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,115.64,1302.32,Yes
Male,0,Yes,No,51,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),81.16,4143.79,No
Male,0,No,No,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,66.86,658.78,No
Female,0,No,No,9,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,55.15,499.04,No
Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),106.61,6278.88,No
Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),48.69,2600.52,No
Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,65.68,4081.62,No
Female,0,No,No,19,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,31.95,599.28,Yes
Female,0,No,No,4,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,56.45,240.55,No
Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,106.4,4261.71,No
Female,1,Yes,No,62,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),25.54,1588.39,Yes
Female,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.32,1226.48,No
Female,0,Yes,No,31,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,61.78,1916.93,No
Female,1,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,85.41,2232.03,No
Male,0,No,No,67,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,21.91,1452.19,No
Male,0,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,65.85,3123.08,Yes
Male,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),22.18,129.73,No
Male,0,No,No,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),85.15,3823.04,No
Male,0,No,Yes,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,89.31,1506.24,Yes
Male,0,No,No,37,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),108.68,4013.17,No
Male,0,No,No,64,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,113.14,7255.99,No
Female,0,No,Yes,16,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.51,1559.65,Yes
Female,0,No,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,70.21,2590.8,No
Male,0,Yes,No,62,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,39.5,2461.26,No
Male,0,Yes,No,41,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,87.37,3577.94,No
